season,playerId,player,position,team,conference,category,statType,stat
2020,4690070,Mitchell Tinsley,WR,Western Kentucky,Conference USA,puntReturns,NO,5
2020,4039083,Nic Smith,RB,North Texas,Conference USA,defensive,SACKS,0
2020,4361435,Carson Strong,QB,Nevada,Mountain West,punting,NO,3
2020,4362794,Cam Johnson,WR,Vanderbilt,SEC,receiving,REC,55
2020,4360994,Aaron Jarman,TE,Temple,American Athletic,receiving,YDS,11
2020,4045290,Peyton Ramsey,QB,Northwestern,Big Ten,passing,YDS,1742
2020,4363409,Austin Watkins,WR,UAB,Conference USA,receiving,TD,2
2020,4362738,AJ Lewis,TE,Troy,Sun Belt,receiving,YDS,18
2020,4686781,Brenden Rice,WR,Colorado,Pac-12,defensive,TFL,0
2020,4039083,Nic Smith,RB,North Texas,Conference USA,kickReturns,YDS,18
2020,4433901,Corey Rucker,WR,Arkansas State,Sun Belt,receiving,YDS,450
2020,4361014,Brant Kuithe,TE,Utah,Pac-12,rushing,YDS,50
2020,4241053,Jonathan Adams Jr.,WR,Arkansas State,Sun Belt,receiving,TD,12
2020,4691547,Preston Daniel,TE,Florida State,ACC,receiving,YDS,45
2020,4693808,Dior Scott,WR,Hawai'i,Mountain West,fumbles,LOST,0
2020,4568694,Daniel Hishaw Jr.,RB,Kansas,Big 12,kickReturns,TD,0
2020,4044122,Anthony Russo,QB,Temple,American Athletic,defensive,QB HUR,0
2020,4261168,Bryson Carroll,RB,New Mexico,Mountain West,rushing,TD,0
2020,4243534,Emmanuel Logan-Greene,WR,New Mexico,Mountain West,rushing,TD,0
2020,4430635,Will Plummer,QB,Arizona,Pac-12,passing,INT,3
2020,4430067,Jaren Mangham,RB,Colorado,Pac-12,rushing,TD,2
2020,4690013,Rasheen Ali,RB,Marshall,Conference USA,rushing,CAR,5
2020,4429239,Zae Baines,WR,Temple,American Athletic,defensive,TD,0
2020,4426428,Sean Dollars,RB,Oregon,Pac-12,rushing,CAR,8
2020,4429967,Kris Hutson,WR,Oregon,Pac-12,receiving,REC,4
2020,4427511,Travis Tisdale,RB,Kentucky,SEC,defensive,TD,0
2020,4596334,Keaton Mitchell,RB,East Carolina,American Athletic,kickReturns,YDS,96
2020,4250362,Jaylon Johnson,WR,Houston Christian,Southland,receiving,REC,6
2020,4039074,Deion Hair-Griffin,WR,North Texas,Conference USA,defensive,TFL,0
2020,4360575,Malachi Carter,WR,Georgia Tech,ACC,defensive,TFL,0
2020,4035225,Nick Starkel,QB,San José State,Mountain West,fumbles,FUM,1
2020,4374302,Amon-Ra St. Brown,WR,USC,Pac-12,puntReturns,NO,6
2020,4243712,CJ Williams,RB,Navy,American Athletic,receiving,REC,8
2020,4571364,Hajj-Malik Williams,QB,Campbell,Big South,rushing,TD,4
2020,4429867,Tyler Hudson,WR,Central Arkansas,Southland,puntReturns,TD,0
2020,4240784,Brett Slusher,WR,Kentucky,SEC,defensive,QB HUR,0
2020,4245144,Davontavean Martin,WR,Oklahoma State,Big 12,receiving,REC,12
2020,4576294,Harrison Waylee,RB,Northern Illinois,Mid-American,receiving,REC,8
2020,4578654,Jaden Walley,WR,Mississippi State,SEC,receiving,TD,2
2020,4361112,Devin Culp,TE,Washington,Pac-12,receiving,YDS,15
2020,4575668,Gavin Hardison,QB,UTEP,Conference USA,defensive,TFL,1
2020,4374045,Teagan Quitoriano,TE,Oregon State,Pac-12,receiving,YDS,185
2020,4374033,Jermar Jefferson,RB,Oregon State,Pac-12,fumbles,FUM,2
2020,4362452,Jaret Patterson,RB,Buffalo,Mid-American,rushing,TD,19
2020,4039307,Marquez Stevenson,WR,Houston,American Athletic,kickReturns,TD,1
2020,4243966,Chaton Mobley,RB,Middle Tennessee,Conference USA,receiving,TD,2
2020,4039936,Tray Eafford,WR,Troy,Sun Belt,receiving,YDS,394
2020,4259169,Trestan Ebner,RB,Baylor,Big 12,rushing,TD,1
2020,4426360,Joey Yellen,QB,Pittsburgh,ACC,rushing,TD,0
2020,4426557,Tony Amerson,RB,Georgia Tech,ACC,defensive,SACKS,0
2020,4576294,Harrison Waylee,RB,Northern Illinois,Mid-American,fumbles,FUM,1
2020,4030915,Briley Moore,TE,Kansas State,Big 12,receiving,TD,3
2020,4373744,A.J. Howard,RB,Army,FBS Independents,kickReturns,YDS,38
2020,4433906,Trayvon Rudolph,WR,Northern Illinois,Mid-American,fumbles,FUM,1
2020,4035576,T.J. Hammonds,RB,Arkansas,SEC,rushing,TD,0
2020,4608606,Tyson Mobley,WR,Coastal Carolina,Sun Belt,rushing,CAR,2
2020,4430539,Brenton Strange,TE,Penn State,Big Ten,receiving,YDS,164
2020,4374030,Jesiah Irish,WR,Oregon State,Pac-12,kickReturns,TD,0
2020,4242355,Jake Ferguson,TE,Wisconsin,Big Ten,receiving,YDS,305
2020,4565318,Terion Stewart,RB,Bowling Green,Mid-American,rushing,TD,4
2020,4429665,Terrance Gipson,QB,SMU,American Athletic,rushing,CAR,5
2020,4428345,Tyrice Richie,WR,Northern Illinois,Mid-American,receiving,REC,52
2020,4426330,Jerrion Ealy,RB,Ole Miss,SEC,receiving,TD,1
2020,4045696,Ryan Carriere,TE,Charlotte,Conference USA,receiving,YDS,19
2020,4258429,Cameron Darling,TE,UL Monroe,Sun Belt,receiving,REC,1
2020,4259308,Raheem Blackshear,RB,Virginia Tech,ACC,receiving,REC,18
2020,4240412,Aaron Hackett,TE,Syracuse,ACC,receiving,REC,10
2020,4566196,Will Rogers,QB,Mississippi State,SEC,passing,YDS,1976
2020,4426428,Sean Dollars,RB,Oregon,Pac-12,defensive,QB HUR,0
2020,4261074,Cade Sutherland,WR,South Alabama,Sun Belt,defensive,TFL,0
2020,4365451,Ja'Won Howell,RB,North Alabama,Big South,rushing,YDS,38
2020,107494,Trey Sanders,RB,Alabama,SEC,kickReturns,YDS,17
2020,4372768,Phil Jurkovec,QB,Boston College,ACC,rushing,YDS,150
2020,4243955,Brad Anderson,RB,Middle Tennessee,Conference USA,receiving,YDS,60
2020,4360163,Austin Aune,QB,North Texas,Conference USA,defensive,SACKS,0
2020,4429205,Jordan Addison,WR,Pittsburgh,ACC,rushing,YDS,58
2020,4036788,Jaxson Kincaide,RB,Western Michigan,Mid-American,rushing,TD,1
2020,4365393,Jordan Goco,TE,Campbell,Big South,defensive,QB HUR,0
2020,4283694,Jovany Ruiz,WR,Buffalo,Mid-American,receiving,TD,1
2020,4693813,Ben Brittain,QB,Air Force,Mountain West,passing,YDS,31
2020,4241138,Wesley Kennedy III,RB,Georgia Southern,Sun Belt,receiving,TD,0
2020,4361029,Jaivon Heiligh,WR,Coastal Carolina,Sun Belt,receiving,YDS,998
2020,4609699,Makari Pruitt,RB,Georgia State,Sun Belt,rushing,CAR,3
2020,4568992,Ryan O'Keefe,WR,UCF,American Athletic,kickReturns,YDS,240
2020,4373397,Gavin Blunt,WR,Akron,Mid-American,defensive,SOLO,0
2020,4362499,Mark Pope,WR,Miami,ACC,receiving,YDS,403
2020,4685739,Tre Bradford,RB,LSU,SEC,receiving,YDS,13
2020,4382578,Tyler Snead,WR,East Carolina,American Athletic,passing,INT,0
2020,4039912,B.J. Smith,RB,Troy,Sun Belt,receiving,REC,26
2020,4036357,Collin Hill,QB,South Carolina,SEC,passing,YDS,1393
2020,4242377,Neil Pau'u,WR,BYU,FBS Independents,fumbles,REC,0
2020,4426635,Darwin Barlow,RB,TCU,Big 12,kickReturns,YDS,23
2020,4567505,Gabriel Rogers,WR,Memphis,American Athletic,kickReturns,YDS,126
2020,4239941,Travis Levy,RB,Boston College,ACC,defensive,SOLO,4
2020,4245131,Tim Jones,WR,Southern Miss,Conference USA,defensive,QB HUR,0
2020,4685740,Max Johnson,QB,LSU,SEC,passing,TD,8
2020,4257189,Kevin Marks,RB,Buffalo,Mid-American,receiving,TD,0
2020,4426875,Sam Howell,QB,North Carolina,ACC,passing,YDS,3586
2020,4571364,Hajj-Malik Williams,QB,Campbell,Big South,defensive,TD,0
2020,4426696,Micah Bernard,RB,Utah,Pac-12,rushing,YDS,76
2020,4423373,Evan Francioni,WR,LSU,SEC,defensive,SOLO,0
2020,4361159,Greg Bell,RB,San Diego State,Mountain West,rushing,YDS,637
2020,4362162,SaRodorick Thompson,RB,Texas Tech,Big 12,fumbles,REC,0
2020,4255986,Champ Flemings,WR,Oregon State,Pac-12,kickReturns,TD,0
2020,4431948,TJ Finley,QB,LSU,SEC,defensive,TD,0
2020,4250679,Dominique Shoffner,QB,Charlotte,Conference USA,passing,TD,2
2020,4608607,Lincoln Pare,RB,Arkansas State,Sun Belt,receiving,YDS,85
2020,4362892,Geor'quarius Spivey,TE,Mississippi State,SEC,receiving,REC,11
2020,4429805,Frank Gore Jr.,RB,Southern Miss,Conference USA,fumbles,LOST,1
2020,4363409,Austin Watkins,WR,UAB,Conference USA,receiving,REC,26
2020,4035571,Tobias Enlow,WR,Central Arkansas,Southland,receiving,TD,0
2020,4431299,Rome Odunze,WR,Washington,Pac-12,rushing,YDS,-16
2020,4428018,Delbert Mimms III,RB,NC State,ACC,defensive,SOLO,5
2020,4430689,Dominic Richardson,RB,Oklahoma State,Big 12,receiving,TD,0
2020,4429212,Rashad Amos,RB,South Carolina,SEC,receiving,YDS,13
2020,4362208,Sam James,WR,West Virginia,Big 12,receiving,TD,2
2020,4430804,Chris Tyree,WR,Notre Dame,FBS Independents,receiving,TD,0
2020,4045290,Peyton Ramsey,QB,Northwestern,Big Ten,rushing,CAR,83
2020,4259324,Travis Vokolek,TE,Nebraska,Big Ten,receiving,REC,9
2020,4427649,Kelley Joiner Jr.,RB,South Florida,American Athletic,fumbles,REC,0
2020,4362163,Caden Leggett,WR,Texas Tech,Big 12,defensive,SOLO,10
2020,4685037,Duece Watts,WR,Tulane,American Athletic,fumbles,LOST,1
2020,4241464,Mac Jones,QB,Alabama,SEC,receiving,YDS,-8
2020,4686472,Marvin Mims,WR,Oklahoma,Big 12,defensive,SACKS,0
2020,4429847,Garrett Greene,QB,West Virginia,Big 12,rushing,CAR,6
2020,4240479,Bruce Jordan-Swilling,RB,Georgia Tech,ACC,defensive,SOLO,4
2020,4361749,Jared Rus,TE,Iowa State,Big 12,defensive,SACKS,0
2020,4371953,Stevie Scott,RB,Indiana,Big Ten,rushing,YDS,561
2020,4689988,Jason Brownlee,WR,Southern Miss,Conference USA,receiving,TD,5
2020,4240032,Zaquandre White,RB,South Carolina,SEC,rushing,TD,0
2020,4568694,Daniel Hishaw Jr.,RB,Kansas,Big 12,receiving,REC,5
2020,4361354,Master Teague,RB,Ohio State,Big Ten,rushing,TD,8
2020,4429033,Jermaine Burton,WR,Georgia,SEC,rushing,YDS,50
2020,4362794,Cam Johnson,WR,Vanderbilt,SEC,puntReturns,NO,5
2020,4360979,Jose Barbon,WR,Temple,American Athletic,rushing,CAR,1
2020,4429022,Kayshon Boutte,WR,LSU,SEC,kickReturns,TD,0
2020,4240850,Lindell Stone,QB,Virginia,ACC,receiving,TD,0
2020,4039034,Shane Buechele,QB,SMU,American Athletic,rushing,CAR,58
2020,4250390,Ty Brock,QB,Central Michigan,Mid-American,passing,TD,2
2020,4040625,Demario McCall,WR,Ohio State,Big Ten,defensive,SOLO,1
2020,4242377,Neil Pau'u,WR,BYU,FBS Independents,defensive,SACKS,0
2020,4239941,Travis Levy,RB,Boston College,ACC,defensive,TFL,0
2020,4362536,Robert French,TE,Rice,Conference USA,receiving,TD,0
2020,4361804,Ygenio Booker,RB,Tulane,American Athletic,rushing,TD,0
2020,4277721,Tyler Hunt,TE,Michigan State,Big Ten,receiving,YDS,78
2020,4243319,Terrell Bynum,WR,Washington,Pac-12,receiving,YDS,130
2020,4241424,Tylan Wallace,WR,Oklahoma State,Big 12,rushing,TD,0
2020,4239793,Tyler Johnston III,QB,UAB,Conference USA,passing,YDS,843
2020,4249031,Baniko Harley,QB,Austin Peay,OVC,defensive,SACKS,0
2020,4569173,Rhamondre Stevenson,RB,Oklahoma,Big 12,rushing,YDS,664
2020,4568063,JaVonta Payton,WR,Mississippi State,SEC,defensive,TFL,0
2020,4569400,Chux Nwabuko III,RB,Texas Tech,Big 12,puntReturns,NO,9
2020,4038940,Terry Wilson,QB,Kentucky,SEC,fumbles,REC,0
2020,4241416,Chuba Hubbard,RB,Oklahoma State,Big 12,defensive,TFL,0
2020,4432434,Keyon Mozee,RB,Kansas State,Big 12,fumbles,FUM,1
2020,4686343,Braden Smith,WR,Louisville,ACC,defensive,TD,0
2020,4429885,Kobie Campbell,WR,Rice,Conference USA,defensive,TOT,1
2020,4039009,Sean McGrew,RB,Washington,Pac-12,receiving,REC,3
2020,4044123,Branden Mack,WR,Temple,American Athletic,receiving,YDS,291
2020,4360978,David Martin-Robinson,TE,Temple,American Athletic,defensive,TFL,0
2020,4250253,Lujuan Winningham,WR,Central Arkansas,Southland,defensive,TOT,1
2020,4240710,A.J. Davis,RB,Pittsburgh,ACC,rushing,YDS,266
2020,4239768,Spencer Brown,RB,UAB,Conference USA,defensive,SACKS,0
2020,4036448,Jalen Virgil,WR,App State,Sun Belt,receiving,REC,22
2020,4361988,James Mitchell,TE,Virginia Tech,ACC,puntReturns,TD,0
2020,4575767,Will Derrick,WR,UL Monroe,Sun Belt,defensive,TOT,1
2020,4371863,Chance Warren,RB,Navy,American Athletic,puntReturns,YDS,1
2020,4039034,Shane Buechele,QB,SMU,American Athletic,passing,YDS,3095
2020,4361777,Zamir White,RB,Georgia,SEC,kickReturns,NO,3
2020,4384192,Smoke Harris,WR,Louisiana Tech,Conference USA,rushing,CAR,5
2020,4426330,Jerrion Ealy,RB,Ole Miss,SEC,rushing,CAR,147
2020,107494,Trey Sanders,RB,Alabama,SEC,rushing,YDS,129
2020,4241891,Alec Sinkfield,RB,West Virginia,Big 12,receiving,YDS,55
2020,4362107,Brennan Eagles,WR,Texas,Big 12,receiving,TD,5
2020,4291693,Terrance Dixon,WR,Georgia State,Sun Belt,kickReturns,NO,3
2020,4360824,Chance Nolan,QB,Oregon State,Pac-12,fumbles,REC,0
2020,4036475,Brandon Bowling,WR,Arkansas State,Sun Belt,receiving,REC,39
2020,4429805,Frank Gore Jr.,RB,Southern Miss,Conference USA,rushing,YDS,708
2020,4426892,Dante Cephas,WR,Kent State,Mid-American,receiving,YDS,136
2020,4362723,Gunnar Watson,QB,Troy,Sun Belt,passing,YDS,2141
2020,4432123,Elijah Gainey,QB,South Alabama,Sun Belt,passing,TD,0
2020,4689899,Jeremy Hunt,QB,UL Monroe,Sun Belt,fumbles,REC,0
2020,4568612,Onasis Neely,RB,Temple,American Athletic,rushing,TD,1
2020,4043158,T.J. Vasher,WR,Texas Tech,Big 12,receiving,YDS,227
2020,4239941,Travis Levy,RB,Boston College,ACC,rushing,CAR,99
2020,4239768,Spencer Brown,RB,UAB,Conference USA,receiving,REC,5
2020,4291693,Terrance Dixon,WR,Georgia State,Sun Belt,defensive,QB HUR,0
2020,4373934,Chevan Cordeiro,QB,Hawai'i,Mountain West,passing,TD,14
2020,4431453,Deuce Vaughn,RB,Kansas State,Big 12,receiving,REC,25
2020,4429505,Kelvin Dean Jr.,RB,Florida Atlantic,Conference USA,fumbles,FUM,0
2020,4606713,Brandon Hayes,WR,Southern Miss,Conference USA,kickReturns,NO,2
2020,4362418,Ke'von Ahmad,WR,UCF,American Athletic,kickReturns,YDS,0
2020,4362312,Tyler Walton,WR,Ohio,Mid-American,receiving,REC,3
2020,4429742,Darrell Harding Jr.,WR,Duke,ACC,receiving,YDS,143
2020,4697815,Rachaad White,RB,Arizona State,Pac-12,fumbles,FUM,3
2020,4242491,Darrian Felix,RB,South Florida,American Athletic,rushing,TD,0
2020,4032201,Kierre Crossley,RB,Central Arkansas,Southland,rushing,CAR,27
2020,4429205,Jordan Addison,WR,Pittsburgh,ACC,puntReturns,TD,0
2020,4571622,Lawrence Papillon,RB,Marshall,Conference USA,rushing,CAR,10
2020,4686606,Isaiah Johnson,RB,North Texas,Conference USA,rushing,TD,1
2020,4243542,Bentavious Thompson,RB,UCF,American Athletic,rushing,CAR,73
2020,4245131,Tim Jones,WR,Southern Miss,Conference USA,defensive,TFL,0
2020,4243830,Jaelon Darden,WR,North Texas,Conference USA,puntReturns,TD,0
2020,4428331,Rashee Rice,WR,SMU,American Athletic,fumbles,FUM,1
2020,4427609,Rahmir Johnson,RB,Nebraska,Big Ten,receiving,YDS,16
2020,4241464,Mac Jones,QB,Alabama,SEC,fumbles,FUM,2
2020,4361911,Cornelius McCoy,WR,Georgia State,Sun Belt,receiving,YDS,447
2020,4689036,Torrance Davis,RB,Kentucky,SEC,defensive,TD,0
2020,4241635,Josh Adkins,QB,UTSA,Conference USA,rushing,TD,0
2020,4426857,Oscar Cardenas,TE,UTSA,Conference USA,receiving,REC,3
2020,4361915,Sam Pinckney,WR,Georgia State,Sun Belt,receiving,REC,47
2020,4242248,Austin Williams,WR,Mississippi State,SEC,puntReturns,YDS,48
2020,4257189,Kevin Marks,RB,Buffalo,Mid-American,receiving,YDS,3
2020,4362430,Taye Barber,WR,TCU,Big 12,defensive,TFL,0
2020,4374302,Amon-Ra St. Brown,WR,USC,Pac-12,receiving,TD,7
2020,4429022,Kayshon Boutte,WR,LSU,SEC,defensive,QB HUR,0
2020,4050286,Jonathan Hodoh,WR,UL Monroe,Sun Belt,receiving,TD,0
2020,4259381,Cole McGowan,WR,Houston,American Athletic,defensive,SACKS,0
2020,4384198,Justin Henderson,RB,Louisiana Tech,Conference USA,receiving,TD,0
2020,4360765,Camerun Peoples,RB,App State,Sun Belt,fumbles,LOST,2
2020,4574732,Aaron Young,RB,Rutgers,Big Ten,rushing,CAR,35
2020,4429148,Theo Johnson,TE,Penn State,Big Ten,defensive,PD,0
2020,4426504,Milton Wright,WR,Purdue,Big Ten,receiving,TD,2
2020,4429955,Will Howard,QB,Kansas State,Big 12,fumbles,FUM,5
2020,4240600,Kadarius Toney,WR,Florida,SEC,rushing,TD,1
2020,4429773,Loic Fouonji,WR,Texas Tech,Big 12,defensive,TOT,2
2020,4429773,Loic Fouonji,WR,Texas Tech,Big 12,receiving,TD,1
2020,4360689,Tyler Shough,QB,Oregon,Pac-12,rushing,CAR,66
2020,4363129,Pearse Migl,TE,Louisiana,Sun Belt,defensive,TOT,2
2020,4429482,Brandon Crum,TE,South Alabama,Sun Belt,receiving,REC,9
2020,4570190,Jake Bailey,WR,Rice,Conference USA,kickReturns,TD,0
2020,4039294,Mulbah Car,RB,Houston,American Athletic,receiving,TD,0
2020,4240784,Brett Slusher,WR,Kentucky,SEC,defensive,PD,0
2020,4429066,Jeff Sims,QB,Georgia Tech,ACC,defensive,QB HUR,0
2020,4373661,Andrew Van Buren,RB,Boise State,Mountain West,rushing,CAR,111
2020,4429012,Kendall Milton,RB,Georgia,SEC,receiving,REC,1
2020,4360564,TaMerik Williams,RB,SMU,American Athletic,defensive,SACKS,0
2020,4372614,Zach Williams,TE,Arizona,Pac-12,receiving,YDS,24
2020,4043980,Luke Anthony,QB,Louisiana Tech,Conference USA,passing,YDS,1479
2020,4243830,Jaelon Darden,WR,North Texas,Conference USA,defensive,TOT,1
2020,4430105,Fabian Mccray,WR,Northern Illinois,Mid-American,receiving,REC,1
2020,4571622,Lawrence Papillon,RB,Marshall,Conference USA,defensive,SOLO,0
2020,4362667,Tyler Vitt,QB,Texas State,Sun Belt,passing,TD,9
2020,4240603,Malik Davis,RB,Florida,SEC,fumbles,REC,0
2020,4432631,Noah Whittington,RB,Western Kentucky,Conference USA,rushing,TD,0
2020,4426557,Tony Amerson,RB,Georgia Tech,ACC,defensive,TOT,1
2020,4569393,Xavier White,WR,Texas Tech,Big 12,fumbles,FUM,2
2020,4373726,Tyhier Tyler,QB,Army,FBS Independents,fumbles,REC,0
2020,4242494,Cyrus Habibi-Likio,RB,Oregon,Pac-12,defensive,SOLO,1
2020,4240098,Erin Collins,RB,Northern Illinois,Mid-American,fumbles,REC,0
2020,4241414,J.D. King,RB,Georgia Southern,Sun Belt,fumbles,LOST,0
2020,4242546,Davis Mills,QB,Stanford,Pac-12,passing,TD,7
2020,4245186,Frank Harris,QB,UTSA,Conference USA,passing,INT,6
2020,4040824,Dominic Johnson,WR,Buffalo,Mid-American,receiving,YDS,43
2020,4427331,Khafre Brown,WR,North Carolina,ACC,receiving,YDS,337
2020,4429422,Trey Cleveland,WR,Texas Tech,Big 12,receiving,TD,1
2020,4565889,Omarion Dollison,WR,South Florida,American Athletic,receiving,YDS,272
2020,4427575,Jha'Quan Jackson,WR,Tulane,American Athletic,puntReturns,TD,0
2020,4568063,JaVonta Payton,WR,Mississippi State,SEC,defensive,QB HUR,0
2020,4428367,Tayvion Robinson,WR,Virginia Tech,ACC,kickReturns,TD,0
2020,4036032,Brittain Brown,RB,UCLA,Pac-12,rushing,YDS,543
2020,4429299,Tahj Brooks,RB,Texas Tech,Big 12,rushing,CAR,69
2020,4362619,Chris Rodriguez Jr.,RB,Kentucky,SEC,rushing,YDS,785
2020,4430681,Jared Wayne,WR,Pittsburgh,ACC,defensive,TOT,1
2020,4374306,Markese Stepp,RB,USC,Pac-12,receiving,YDS,28
2020,4240032,Zaquandre White,RB,South Carolina,SEC,fumbles,FUM,3
2020,4429454,Ron Cook Jr.,RB,Buffalo,Mid-American,kickReturns,NO,9
2020,4241397,Charleston Rambo,WR,Oklahoma,Big 12,defensive,PD,0
2020,4430590,Payton Thorne,QB,Michigan State,Big Ten,defensive,SOLO,1
2020,4362196,Leddie Brown,RB,West Virginia,Big 12,defensive,SOLO,1
2020,4431342,Brennan Presley,WR,Oklahoma State,Big 12,puntReturns,YDS,18
2020,4362196,Leddie Brown,RB,West Virginia,Big 12,receiving,REC,31
2020,4362227,Bryce Wheaton,WR,West Virginia,Big 12,fumbles,LOST,1
2020,4373422,Presley Motes,TE,Bowling Green,Mid-American,receiving,YDS,20
2020,4430470,TJ Sheffield,WR,Purdue,Big Ten,kickReturns,NO,18
2020,4366031,Nathaniel Dell,WR,Houston,American Athletic,kickReturns,YDS,129
2020,4360131,Holton Ahlers,QB,East Carolina,American Athletic,passing,INT,9
2020,4360644,Daniel Arias,WR,Colorado,Pac-12,receiving,REC,6
2020,4361397,Marcus Rogers,WR,Troy,Sun Belt,receiving,YDS,70
2020,4373077,Malik Knowles,WR,Kansas State,Big 12,receiving,TD,3
2020,4362541,Ari Broussard,RB,Rice,Conference USA,rushing,YDS,80
2020,4428280,Quentin Pringle,WR,Eastern Kentucky,OVC,rushing,YDS,39
2020,4361181,Wyatt Liewer,WR,Nebraska,Big Ten,defensive,SOLO,1
2020,4360174,Michael Woods,WR,Arkansas,SEC,receiving,TD,5
2020,4040434,Israel Tucker,RB,Louisiana Tech,Conference USA,receiving,YDS,59
2020,4034675,Ben Ratzlaff,WR,Houston Christian,Southland,defensive,TOT,2
2020,4431114,Ben Gulbranson,QB,Oregon State,Pac-12,passing,INT,0
2020,4361050,Isaiah Likely,TE,Coastal Carolina,Sun Belt,defensive,TOT,1
2020,4689917,Jordan Carroll,WR,UL Monroe,Sun Belt,defensive,TD,0
2020,4362509,Cam'Ron Harris,RB,Miami,ACC,rushing,CAR,126
2020,4365477,Brody Brumm,WR,Liberty,FBS Independents,defensive,SOLO,4
2020,4373726,Tyhier Tyler,QB,Army,FBS Independents,passing,TD,0
2020,4256085,Miles Reed,RB,Hawai'i,Mountain West,rushing,CAR,82
2020,4613087,Jamaal Bell,WR,Nevada,Mountain West,defensive,PD,0
2020,4373626,Tyler Allgeier,RB,BYU,FBS Independents,rushing,CAR,150
2020,4426444,Connor Bazelak,QB,Missouri,SEC,passing,TD,7
2020,4257370,Jeremiah Knight,WR,Akron,Mid-American,kickReturns,NO,22
2020,4428931,Jamontez Woods,RB,Troy,Sun Belt,rushing,TD,1
2020,4374334,Luke Zban,QB,Marshall,Conference USA,rushing,TD,0
2020,4241912,D.J. Butler,TE,Georgia Southern,Sun Belt,receiving,YDS,22
2020,4567507,Rodrigues Clark,RB,Memphis,American Athletic,rushing,YDS,560
2020,4240787,Austin Allen,TE,Nebraska,Big Ten,receiving,TD,1
2020,4360278,Jaylon Robinson,WR,UCF,American Athletic,receiving,YDS,957
2020,4568345,Shawn Naim,WR,Akron,Mid-American,defensive,QB HUR,0
2020,4039083,Nic Smith,RB,North Texas,Conference USA,kickReturns,NO,2
2020,4032239,Brandon Rainey,RB,The Citadel,Southern,rushing,CAR,37
2020,4046826,Darien Rencher,RB,Clemson,ACC,defensive,QB HUR,0
2020,4360691,Travis Dye,RB,Oregon,Pac-12,puntReturns,NO,3
2020,4570519,Terrion Avery,RB,South Alabama,Sun Belt,rushing,TD,1
2020,4575767,Will Derrick,WR,UL Monroe,Sun Belt,defensive,PD,0
2020,4362430,Taye Barber,WR,TCU,Big 12,receiving,YDS,316
2020,4428994,Arik Gilbert,TE,LSU,SEC,fumbles,LOST,1
2020,4038952,Hunter Kampmoyer,TE,Oregon,Pac-12,receiving,YDS,161
2020,4241225,R.J. Sneed,WR,Baylor,Big 12,receiving,TD,3
2020,4362723,Gunnar Watson,QB,Troy,Sun Belt,fumbles,REC,0
2020,4429043,Jaylan Knighton,RB,Miami,ACC,rushing,CAR,52
2020,4361227,Marcel Murray,RB,Arkansas State,Sun Belt,kickReturns,NO,1
2020,4040769,James Charles,RB,Florida Atlantic,Conference USA,rushing,CAR,92
2020,4431353,Xavier Restrepo,WR,Miami,ACC,puntReturns,NO,3
2020,4689825,Tyrell Robinson,RB,Army,FBS Independents,kickReturns,TD,0
2020,4433830,Luke Grimm,WR,Kansas,Big 12,receiving,REC,19
2020,4242209,Jontre Kirklin,WR,LSU,SEC,receiving,REC,13
2020,4429294,Kalil Branham,WR,Kentucky,SEC,defensive,SOLO,1
2020,4374303,JT Daniels,QB,Georgia,SEC,fumbles,REC,0
2020,4036475,Brandon Bowling,WR,Arkansas State,Sun Belt,fumbles,LOST,0
2020,4685975,Chance Lovertich,QB,South Alabama,Sun Belt,rushing,TD,0
2020,4372776,Matt Salerno,WR,Notre Dame,FBS Independents,puntReturns,YDS,45
2020,4239996,Travis Etienne,RB,Clemson,ACC,receiving,YDS,588
2020,4044123,Branden Mack,WR,Temple,American Athletic,passing,YDS,35
2020,4258447,Christian Anderson,QB,Army,FBS Independents,passing,INT,4
2020,4569951,Isaac Rex,TE,BYU,FBS Independents,fumbles,REC,0
2020,4433959,Ben Yurosek,TE,Stanford,Pac-12,defensive,SACKS,0
2020,4428119,Lew Nichols,RB,Central Michigan,Mid-American,rushing,CAR,78
